,Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
585838,2434,SL,2024-05-01,87.6,-2.23,6.33,"Jackson, Luke",646240,592426,,foul,,,,,4.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,R,BOS,SF,S,,,0,1,2024,0.45,-0.42,-0.77,2.31,,,,2,6,Bot,,,,,,,2.624551876822838,-127.49276894325536,-2.698224621738838,4.346460084723015,27.263641784661672,-36.43862564254463,3.39,1.58,310.0,96.3,28.0,88.3,2179.0,6.8,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.71,,,,,,,,53,2,Slider,5,2,5,2,2,5,5,2,Standard,Standard,38.0,0.0,-0.022,71.0,7.2,,0.022,96.3,3,3,0.905,0.905,32,27,33,28,1,3,4.0,1.0,2.0,1.0,3.4,-0.45,0.45,50.9
585839,2485,FF,2024-05-01,95.2,-1.76,6.32,"Jackson, Luke",646240,592426,,foul,,,,,1.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,R,BOS,SF,S,,,0,0,2024,-0.28,1.69,-0.39,3.39,,,,2,6,Bot,,,,,,,4.263679932649128,-138.33473740519074,-5.793213334893574,-4.662061352325798,37.23326391144548,-9.468499389458648,3.39,1.58,339.0,101.3,26.0,95.5,2353.0,7.0,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.49,,,,,,,,53,1,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,203.0,0.0,-0.016,67.5,6.8,,0.016,101.3,3,3,0.905,0.905,32,27,33,28,1,3,4.0,1.0,2.0,1.0,0.87,0.28,-0.28,58.2
585889,3735,SI,2024-05-01,92.8,1.77,5.55,"Rogers, Taylor",646240,573124,field_out,hit_into_play,,,,,4.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,L,BOS,SF,X,6.0,ground_ball,2,1,2024,1.5,0.55,-0.47,2.52,680776.0,,,2,4,Bot,120.53,121.24,,,,,-8.88786859296917,-134.89231803412974,-3.1238199280687167,20.26586492244489,29.54097544784069,-24.92921701244222,3.39,1.58,6.0,104.8,-23.0,91.7,2086.0,5.7,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.79,0.149,0.137,0.0,1.0,0.0,0.0,2.0,37,4,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,132.0,-0.026,-0.387,74.7,7.3,0.149,0.387,104.8,2,2,0.787,0.787,33,27,34,28,1,2,1.0,1.0,2.0,1.0,2.1,1.5,1.5,29.1
585890,3829,SI,2024-05-01,92.2,1.76,5.62,"Rogers, Taylor",646240,573124,,foul,,,,,5.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,L,BOS,SF,S,,,2,0,2024,1.53,0.78,0.01,2.72,680776.0,,,2,4,Bot,,,,,,,-7.639667059723796,-134.02166677637203,-3.175781640956324,20.14464854486458,29.841823072246005,-22.32038428470814,3.39,1.58,240.0,76.6,28.0,90.8,2039.0,5.6,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.91,,,,,,,,37,3,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,127.0,0.0,-0.056,69.8,6.9,,0.056,88.0,2,2,0.787,0.787,33,27,34,28,1,2,1.0,1.0,2.0,1.0,1.92,1.53,1.53,29.0
585891,4025,SI,2024-05-01,92.0,1.73,5.59,"Rogers, Taylor",646240,573124,,ball,,,,,13.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,L,BOS,SF,B,,,1,0,2024,1.63,0.63,-1.06,1.72,680776.0,,,2,4,Bot,,,,,,,-10.478210709800116,-133.45943939956257,-5.240825081765467,21.762580714869685,29.728346501067115,-23.60049246664251,3.43,1.47,,,,90.8,2047.0,5.8,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.69,,,,,,,,37,2,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,128.0,0.0,0.067,,,,-0.067,,2,2,0.787,0.787,33,27,34,28,1,2,1.0,1.0,2.0,1.0,2.08,1.63,1.63,33.2
585892,4065,SI,2024-05-01,92.4,1.85,5.56,"Rogers, Taylor",646240,573124,,ball,,,,,7.0,"Rafael Devers grounds out, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.",R,L,L,BOS,SF,B,,,0,0,2024,1.69,0.64,-0.52,1.69,680776.0,,,2,4,Bot,,,,,,,-9.596325290465096,-134.15774657682817,-5.335533337175814,22.556214873081327,29.47283220024175,-23.4654413214352,3.43,1.61,,,,91.2,1970.0,5.7,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.79,,,,,,,,37,1,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,120.0,0.0,0.039,,,,-0.039,,2,2,0.787,0.787,33,27,34,28,1,2,1.0,1.0,2.0,1.0,2.05,1.69,1.69,26.7
585940,1843,SI,2024-05-01,92.7,-2.62,5.79,"Jefferies, Daulton",646240,641726,double,hit_into_play,,,,,5.0,Rafael Devers doubles (5) on a fly ball to left fielder Michael Conforto.   Ceddanne Rafaela scores.    Jarren Duran to 3rd.,R,L,R,BOS,SF,X,7.0,fly_ball,1,0,2024,-1.56,0.79,-0.08,2.8,,678882.0,680776.0,0,3,Bot,51.93,121.26,,,,,9.820723739150957,-134.56175621574226,-3.509003714078992,-21.13299301098208,29.50822550340433,-21.99039249654363,3.39,1.58,313.0,98.0,47.0,91.9,2113.0,6.0,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.53,0.011,0.014,1.25,1.0,1.0,1.0,3.0,22,2,Sinker,0,1,0,1,1,1,1,1,Standard,Standard,220.0,0.17,1.412,71.3,6.8,0.026,-1.412,98.0,-1,-1,0.54,0.54,28,27,29,28,1,1,31.0,1.0,51.0,1.0,1.88,1.56,-1.56,33.8
585941,1870,CH,2024-05-01,87.2,-2.89,5.66,"Jefferies, Daulton",646240,641726,,ball,,,,,13.0,Rafael Devers doubles (5) on a fly ball to left fielder Michael Conforto.   Ceddanne Rafaela scores.    Jarren Duran to 3rd.,R,L,R,BOS,SF,B,,,0,0,2024,-1.35,0.44,-1.38,1.93,,678882.0,680776.0,0,3,Bot,,,,,,,6.33034949515648,-126.81299532382732,-3.707501066212456,-15.837375751045103,24.717833082373645,-26.852775190659067,3.49,1.58,,,,86.8,1657.0,5.9,746966,608596,664774,642731,656305,605113,624424,808982,573262,54.57,,,,,,,,22,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,241.0,0.0,0.092,,,,-0.092,,-1,-1,0.54,0.54,28,27,29,28,1,1,31.0,1.0,51.0,1.0,2.55,1.35,-1.35,28.2
585993,2760,FF,2024-05-01,94.9,0.8,6.45,"Miller, Erik",646240,669062,walk,ball,,,,,8.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,L,BOS,SF,B,,,3,0,2024,1.01,1.47,-0.27,1.59,,,680776.0,0,1,Bot,,,,,,,-5.065680491978732,-137.6204072160741,-10.25162909553447,13.922833591153502,34.642668091787165,-11.300468038415092,3.35,1.52,,,,94.5,2240.0,6.5,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.95,,0.689131,0.7,1.0,0.0,0.0,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141.0,0.051,0.261,,,,-0.261,,0,0,0.583,0.583,26,27,26,28,1,0,3.0,1.0,1.0,1.0,1.11,1.01,1.01,46.2
585994,2868,FF,2024-05-01,96.4,0.94,6.45,"Miller, Erik",646240,669062,,ball,,,,,11.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,L,BOS,SF,B,,,2,0,2024,0.7,1.52,-0.41,4.19,,,680776.0,0,1,Bot,,,,,,,-5.197260049888635,-140.1002358532844,-3.789006392092938,10.456932129989577,37.00777056430088,-11.709793915206523,3.49,1.51,,,,96.0,2264.0,6.5,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.99,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,0.169,,,,-0.169,,0,0,0.583,0.583,26,27,26,28,1,0,3.0,1.0,1.0,1.0,0.98,0.7,0.7,45.7
585995,2917,FF,2024-05-01,96.0,0.8,6.37,"Miller, Erik",646240,669062,,ball,,,,,11.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,L,BOS,SF,B,,,1,0,2024,0.94,1.5,-1.17,2.7,,,680776.0,0,1,Bot,,,,,,,-7.37715611565479,-139.38450270498925,-7.503609539965829,13.920767804390552,33.554085076960554,-11.03682412403193,3.57,1.63,,,,96.0,2333.0,6.6,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.9,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.0,0.102,,,,-0.102,,0,0,0.583,0.583,26,27,26,28,1,0,3.0,1.0,1.0,1.0,0.99,0.94,0.94,50.7
585996,3078,FF,2024-05-01,95.8,0.84,6.35,"Miller, Erik",646240,669062,,ball,,,,,13.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,L,BOS,SF,B,,,0,0,2024,0.76,1.49,-1.28,2.39,,,680776.0,0,1,Bot,,,,,,,-7.369650672041845,-139.14618106897188,-8.21122516354399,11.554443507632117,33.23373153391039,-11.159974034027355,3.61,1.67,,,,96.1,2288.0,6.7,746966,608596,664774,642731,656305,605113,624424,808982,573262,53.79,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.0,0.062,,,,-0.062,,0,0,0.583,0.583,26,27,26,28,1,0,3.0,1.0,1.0,1.0,1.02,0.76,0.76,43.8
589913,1868,CH,2024-04-30,88.5,-2.53,4.72,"Roupp, Landen",646240,694738,walk,ball,,,,,14.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,3,2,2024,-1.42,0.14,0.26,0.56,,,680776.0,0,8,Bot,,,,,,,9.874874355187812,-128.61599316664132,-4.430462933706367,-17.731035057297277,24.5289065388754,-29.962748697237213,3.36,1.63,,,,89.6,1930.0,6.9,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.62,,0.689131,0.7,1.0,0.0,0.0,,65,6,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,248.0,0.002,0.437,,,,-0.437,,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,2.76,1.42,-1.42,29.5
589914,1903,CU,2024-04-30,76.8,-2.42,5.08,"Roupp, Landen",646240,694738,,foul,,,,,8.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,S,,,3,1,2024,1.35,-1.0,0.16,1.93,,,680776.0,0,8,Bot,,,,,,,3.0260089150141147,-111.7216199473668,2.22210460061709,10.668176586366137,21.747906007724826,-41.165022191062015,3.37,1.54,2.0,60.4,-50.0,77.1,2970.0,6.7,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.79,,,,,,,,65,5,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,50.0,0.0,-0.059,72.6,8.2,,0.059,88.0,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,4.89,-1.35,1.35,29.0
589915,1964,FF,2024-04-30,93.4,-2.23,5.08,"Roupp, Landen",646240,694738,,ball,,,,,11.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,2,1,2024,-1.12,1.14,-1.57,3.14,,,680776.0,0,8,Bot,,,,,,,4.211410353137642,-136.05661436466212,-1.777402376666031,-14.778773126577862,29.55381708660961,-17.83144523708342,3.39,1.61,,,,94.5,2237.0,6.8,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.66,,,,,,,,65,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,225.0,0.0,0.163,,,,-0.163,,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,1.47,1.12,-1.12,29.4
589916,1992,CH,2024-04-30,87.4,-2.46,4.96,"Roupp, Landen",646240,694738,,ball,,,,,13.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,1,1,2024,-1.26,0.19,-1.59,1.19,,,680776.0,0,8,Bot,,,,,,,4.703022807106169,-127.22614164035096,-3.387666535888269,-14.662977087557971,24.60463637090224,-29.63690781173277,3.38,1.62,,,,88.1,2018.0,6.6,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.91,,,,,,,,65,3,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,237.0,0.0,0.065,,,,-0.065,,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,2.78,1.26,-1.26,25.8
589917,2067,CH,2024-04-30,88.2,-2.49,4.93,"Roupp, Landen",646240,694738,,swinging_strike,,,,,7.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,S,,,1,0,2024,-1.34,0.0,-0.48,1.44,,,680776.0,0,8,Bot,,,,,,,7.744788334471682,-128.3452814342514,-2.48576549336744,-16.363081074927685,23.68044832991485,-31.90054834294809,3.37,1.54,,,,89.4,1876.0,6.8,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.73,,,,,,,,65,2,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,251.0,0.0,-0.074,80.2,8.4,,0.074,,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,2.9,1.34,-1.34,22.9
589918,2090,FF,2024-04-30,92.3,-2.12,5.13,"Roupp, Landen",646240,694738,,ball,,,,,11.0,Rafael Devers walks.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,0,0,2024,-1.06,1.08,-1.12,3.3,,,680776.0,0,8,Bot,,,,,,,4.913992903979778,-134.51335349731212,-1.2745050760954155,-13.942327444953769,26.04569136127484,-18.88260334004148,3.48,1.76,,,,94.0,2163.0,6.9,746968,672275,527038,642731,656305,605113,624424,808982,573262,53.56,,,,,,,,65,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,227.0,0.0,0.062,,,,-0.062,,4,4,0.991,0.991,25,27,26,28,1,4,6.0,2.0,61.0,1.0,1.56,1.06,-1.06,32.4
589984,3995,ST,2024-04-30,80.1,1.99,5.52,"Rogers, Taylor",646240,573124,walk,ball,,,,,3.0,Rafael Devers walks.,R,L,L,BOS,SF,B,,,3,1,2024,-1.31,0.27,0.36,3.44,,,,0,6,Bot,,,,,,,-1.1283634466439332,-116.6247673041893,1.613039557669399,-11.62557484035172,23.904083718983728,-30.319879957871024,3.35,1.55,,,,78.9,2717.0,5.7,746968,672275,527038,642731,656305,605113,624424,808982,573262,54.85,,0.689131,0.7,1.0,0.0,0.0,,49,5,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,290.0,0.006,0.257,,,,-0.257,,4,4,0.956,0.956,33,27,34,28,1,3,3.0,2.0,1.0,1.0,3.31,-1.31,-1.31,27.8
589985,4230,SI,2024-04-30,94.0,1.72,5.49,"Rogers, Taylor",646240,573124,,ball,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,SF,B,,,2,1,2024,1.55,0.51,-1.18,1.31,,,,0,6,Bot,,,,,,,-10.810625881090328,-136.24765426333067,-6.1395609360748296,21.698964143482808,32.02973244092156,-24.50808805233904,3.51,1.74,,,,92.6,2047.0,5.9,746968,672275,527038,642731,656305,605113,624424,808982,573262,54.64,,,,,,,,49,4,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,126.0,0.0,0.11,,,,-0.11,,4,4,0.956,0.956,33,27,34,28,1,3,3.0,2.0,1.0,1.0,2.1,1.55,1.55,29.1
589986,4263,SI,2024-04-30,93.2,1.72,5.48,"Rogers, Taylor",646240,573124,,ball,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,SF,B,,,1,1,2024,1.57,0.65,-1.05,1.46,,,,0,6,Bot,,,,,,,-10.43221532951949,-135.25291073890372,-5.904898293723188,21.54320091832078,31.038287312801582,-22.98784789985792,3.52,1.76,,,,91.9,2054.0,5.8,746968,672275,527038,642731,656305,605113,624424,808982,573262,54.72,,,,,,,,49,3,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,126.0,0.0,0.048,,,,-0.048,,4,4,0.956,0.956,33,27,34,28,1,3,3.0,2.0,1.0,1.0,2.0,1.57,1.57,27.0
589987,4384,ST,2024-04-30,81.5,1.89,5.44,"Rogers, Taylor",646240,573124,,ball,,,,,13.0,Rafael Devers walks.,R,L,L,BOS,SF,B,,,0,1,2024,-0.99,0.23,-1.76,1.72,,,,0,6,Bot,,,,,,,-6.24005858615996,-118.59806865335304,-2.220521493570142,-8.194770159206676,21.734616249108896,-29.804466622422943,3.57,1.74,,,,80.7,2518.0,5.7,746968,672275,527038,642731,656305,605113,624424,808982,573262,54.84,,,,,,,,49,2,Sweeper,4,0,4,0,0,4,4,0,Strategic,Standard,285.0,0.0,0.023,,,,-0.023,,4,4,0.956,0.956,33,27,34,28,1,3,3.0,2.0,1.0,1.0,3.19,-0.99,-0.99,25.9
589988,4604,SI,2024-04-30,93.5,1.76,5.48,"Rogers, Taylor",646240,573124,,called_strike,,,,,7.0,Rafael Devers walks.,R,L,L,BOS,SF,S,,,0,0,2024,1.69,0.65,-0.45,2.28,,,,0,6,Bot,,,,,,,-9.292943513144865,-135.8193565718552,-3.8837727296801217,22.933988071424825,30.06444687835646,-23.447171728572368,3.67,1.8,,,,92.4,2063.0,5.7,746968,672275,527038,642731,656305,605113,624424,808982,573262,54.77,,,,,,,,49,1,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,125.0,0.0,-0.033,,,,0.033,,4,4,0.956,0.956,33,27,34,28,1,3,3.0,2.0,1.0,1.0,1.97,1.69,1.69,28.9
590046,170,CH,2024-04-30,88.5,-1.36,4.62,"Webb, Logan",646240,657277,field_out,hit_into_play,,,,,6.0,"Rafael Devers grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.  Jarren Duran to 3rd.",R,L,R,BOS,SF,X,4.0,ground_ball,2,1,2024,-0.97,-0.4,0.34,2.15,,680776.0,,0,4,Bot,150.5,153.61,,,,,6.314762179004126,-128.73420799531436,0.9285947490335584,-12.150869747291964,27.334274416430905,-37.01414427391043,3.37,1.54,10.0,99.2,-13.0,90.3,1508.0,7.5,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.03,0.26,0.232,0.0,1.0,0.0,0.0,2.0,32,4,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,254.0,-0.002,-0.321,76.7,7.5,0.306,0.321,99.2,3,3,0.896,0.896,27,27,28,28,3,2,7.0,2.0,5.0,1.0,3.32,0.97,-0.97,22.5
590047,189,CH,2024-04-30,87.8,-1.22,4.61,"Webb, Logan",646240,657277,,swinging_strike,,,,,14.0,"Rafael Devers grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.  Jarren Duran to 3rd.",R,L,R,BOS,SF,S,,,2,0,2024,-1.26,-0.43,0.83,0.72,,680776.0,,0,4,Bot,,,,,,,7.793446324214955,-127.64505176841642,-2.399874274073916,-15.400125310308074,28.01046652781085,-36.49988390820633,3.37,1.54,,,,89.9,1591.0,7.8,746968,672275,664774,642731,656305,605113,624424,808982,573262,52.72,,,,,,,,32,3,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,255.0,0.0,-0.062,82.3,8.1,,0.062,,3,3,0.896,0.896,27,27,28,28,3,2,7.0,2.0,5.0,1.0,3.4,1.26,-1.26,20.3
590048,206,CH,2024-04-30,87.7,-1.35,4.69,"Webb, Logan",646240,657277,,ball,,,,,14.0,"Rafael Devers grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.  Jarren Duran to 3rd.",R,L,R,BOS,SF,B,,,1,0,2024,-1.18,0.32,0.77,1.19,,,680776.0,0,4,Bot,,,,,,,7.765633473070622,-127.40620941462892,-3.016340618868345,-14.478174813199615,27.14791327750454,-28.23856914749749,3.32,1.5,,,,89.7,1603.0,7.7,746968,672275,664774,642731,656305,605113,624424,808982,573262,52.81,,,,,,,,32,2,Changeup,3,0,3,0,0,3,3,0,Infield shade,Standard,254.0,0.012,0.102,,,,-0.102,,3,3,0.884,0.884,27,27,28,28,3,2,7.0,2.0,5.0,1.0,2.66,1.18,-1.18,20.9
590049,215,SI,2024-04-30,91.0,-1.12,4.9,"Webb, Logan",646240,657277,,ball,,,,,12.0,"Rafael Devers grounds out, second baseman Thairo Estrada to first baseman LaMonte Wade Jr.  Jarren Duran to 3rd.",R,L,R,BOS,SF,B,,,0,0,2024,-1.04,0.61,1.82,2.76,,,680776.0,0,4,Bot,,,,,,,9.796437304502383,-132.1078763309398,-0.6851248307023647,-14.39321446831591,30.263272320126664,-25.14430549074752,3.57,1.6,,,,92.3,2110.0,7.4,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.15,,,,,,,,32,1,Sinker,3,0,3,0,0,3,3,0,Infield shade,Standard,227.0,0.0,0.062,,,,-0.062,,3,3,0.884,0.884,27,27,28,28,3,2,7.0,2.0,5.0,1.0,2.17,1.04,-1.04,26.1
590116,1222,CH,2024-04-30,87.1,-1.35,4.73,"Webb, Logan",646240,657277,single,hit_into_play,,,,,9.0,Rafael Devers singles on a ground ball to left fielder Michael Conforto.   Jarren Duran to 2nd.,R,L,R,BOS,SF,X,7.0,ground_ball,2,0,2024,-0.55,-0.43,0.47,1.53,,,680776.0,2,2,Bot,95.24,104.43,,,,,5.590058464222402,-126.84681503438972,-0.6913628069693561,-7.010113704686689,23.364270575954112,-36.89011940087676,3.37,1.54,130.0,75.6,10.0,89.2,1430.0,7.3,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.19,0.369,0.354,0.9,1.0,1.0,0.0,2.0,17,3,Changeup,2,0,2,0,0,2,2,0,Standard,Standard,262.0,0.013,0.23,68.8,7.1,0.431,-0.23,88.0,2,2,0.737,0.737,27,27,28,28,2,1,7.0,2.0,5.0,1.0,3.4,0.55,-0.55,18.0
590117,1244,CH,2024-04-30,87.2,-1.32,4.78,"Webb, Logan",646240,657277,,ball,,,,,14.0,Rafael Devers singles on a ground ball to left fielder Michael Conforto.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,1,0,2024,-1.01,-0.27,0.6,1.14,,,680776.0,2,2,Bot,,,,,,,6.81513112656907,-126.86967485763115,-2.09998754720071,-12.23290344771815,23.998976659452225,-34.94458909725582,3.39,1.56,,,,89.1,1530.0,7.3,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.2,,,,,,,,17,2,Changeup,2,0,2,0,0,2,2,0,Standard,Standard,256.0,0.0,0.042,,,,-0.042,,2,2,0.737,0.737,27,27,28,28,2,1,7.0,2.0,5.0,1.0,3.25,1.01,-1.01,19.8
590118,1287,SI,2024-04-30,91.0,-1.27,4.9,"Webb, Logan",646240,657277,,ball,,,,,3.0,Rafael Devers singles on a ground ball to left fielder Michael Conforto.   Jarren Duran to 2nd.,R,L,R,BOS,SF,B,,,0,0,2024,-1.18,-0.06,0.43,3.26,,,680776.0,2,2,Bot,,,,,,,6.884834368484062,-132.38539253863922,1.957689505269735,-15.30234759608131,27.849343966087805,-33.50463290340748,3.44,1.53,,,,92.3,1985.0,7.0,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.46,,,,,,,,17,1,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,228.0,0.0,0.028,,,,-0.028,,2,2,0.737,0.737,27,27,28,28,2,1,7.0,2.0,5.0,1.0,2.81,1.18,-1.18,24.6
590175,4194,CH,2024-04-30,86.9,-1.56,4.93,"Webb, Logan",646240,657277,grounded_into_double_play,hit_into_play,,,,,8.0,"Rafael Devers grounds into a double play, shortstop Nick Ahmed to first baseman LaMonte Wade Jr.  to third baseman Matt Chapman.   Jarren Duran out at 2nd.",R,L,R,BOS,SF,X,6.0,ground_ball,0,0,2024,-0.83,-0.41,0.17,1.97,,,680776.0,0,1,Bot,130.12,145.53,,,,,5.908026666047966,-126.45003318636736,-0.0499617051790766,-10.121755285580292,25.87212251559541,-36.74491562519715,3.37,1.54,6.0,82.4,-18.0,87.9,1543.0,6.9,746968,672275,664774,642731,656305,605113,624424,808982,573262,53.58,0.069,0.057,0.0,1.0,0.0,0.0,2.0,5,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,254.0,-0.073,-0.529,68.9,6.9,0.069,0.529,88.0,0,0,0.583,0.583,27,27,28,28,1,0,7.0,2.0,5.0,1.0,3.43,0.83,-0.83,21.1
597717,3174,SI,2024-04-28,90.4,-1.67,5.7,"Leiter Jr., Mark",646240,643410,single,hit_into_play,,,,,1.0,Rafael Devers singles on a ground ball to left fielder Ian Happ.   Jarren Duran to 3rd.,R,L,R,BOS,CHC,X,7.0,ground_ball,2,0,2024,-1.08,0.87,-0.49,3.03,,,680776.0,0,9,Bot,107.91,96.32,,,,,5.2835655650658,-131.65633419942594,-2.607318597828557,-13.693968671500963,26.21672564238231,-21.725657012675587,3.36,1.55,132.0,108.2,6.0,91.1,1992.0,6.5,746967,665804,683737,663538,666624,621020,664023,691718,643565,53.99,0.663,0.629,0.9,1.0,1.0,0.0,4.0,73,3,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,208.0,0.222,0.51,73.8,6.9,0.769,-0.51,108.2,0,0,0.708,0.708,33,27,33,28,1,4,4.0,1.0,1.0,2.0,1.9,1.08,-1.08,48.9
597718,3295,CU,2024-04-28,72.8,-1.57,5.82,"Leiter Jr., Mark",646240,643410,,ball,,,,,11.0,Rafael Devers singles on a ground ball to left fielder Ian Happ.   Jarren Duran to 3rd.,R,L,R,BOS,CHC,B,,,1,0,2024,0.93,-1.4,-0.76,4.04,,,680776.0,0,9,Bot,,,,,,,0.020926311292906,-105.68899305956604,6.332364064798745,6.928740207986462,19.85725522866389,-44.01146056118528,3.27,1.45,,,,72.5,2376.0,6.4,746967,665804,683737,663538,666624,621020,664023,691718,643565,54.11,,,,,,,,73,2,Curveball,4,4,4,4,4,4,4,4,Standard,Standard,27.0,0.0,0.102,,,,-0.102,,0,0,0.708,0.708,33,27,33,28,1,4,4.0,1.0,1.0,2.0,5.76,-0.93,0.93,57.0
